School Code,School Name,School Type,Town,State,Grade,District Name,District Code,PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil
7750001,Early Childhood Center,Public School,Jefferson,MA,PK,Wachusett,7750000,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.0,47.3,58.0,21.3,1.3,4.7,6.7,84.0,0.7,0.7,2.0,55.3,44.7,19.5,156.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750060,Glenwood Elementary School,Public School,Rutland,MA,"03,04,05",Wachusett,7750000,0,0,0,0,111,131,118,0,0,0,0,0,0,0,0,3.3,2.5,16.4,28.6,13.6,1.4,3.1,5.6,86.4,0.0,0.0,3.6,48.3,51.7,22.6,373.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750027,Houghton Elementary,Public School,Sterling,MA,"K,01,02,03,04",Wachusett,7750000,0,56,86,70,99,81,0,0,0,0,0,0,0,0,0,1.8,0.5,13.8,21.7,10.7,1.3,2.6,5.9,87.8,0.0,0.0,2.6,52.0,48.0,17.1,422.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750032,Leroy E.Mayo,Public School,Holden,MA,"K,01,02,03,04,05",Wachusett,7750000,0,71,76,83,85,85,92,0,0,0,0,0,0,0,0,6.1,4.1,12.2,24.6,10.4,2.0,5.7,4.9,86.2,0.0,0.0,1.2,53.3,46.7,19.4,487.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750305,Mountview Middle,Public School,Holden,MA,"06,07,08",Wachusett,7750000,0,0,0,0,0,0,0,253,267,289,0,0,0,0,0,5.9,1.2,11.4,20.4,9.4,2.3,4.2,4.7,85.9,0.2,0.0,2.6,50.6,49.4,21.0,775.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750005,Naquag Elementary School,Public School,Rutland,MA,"K,01,02",Wachusett,7750000,0,95,132,96,0,0,0,0,0,0,0,0,0,0,0,4.0,3.4,10.8,24.5,13.9,1.9,0.6,4.3,89.8,0.9,0.3,2.2,47.7,52.3,17.9,320.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750040,Paxton Center,Public School,Paxton,MA,"K,01,02,03,04,05,06,07,08",Wachusett,7750000,0,40,36,54,51,62,62,64,62,64,0,0,0,0,0,4.8,3.2,14.7,28.1,12.7,2.0,2.2,8.7,86.3,0.0,0.0,0.8,53.7,46.3,18.5,503.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750045,Thomas Prince,Public School,Princeton,MA,"K,01,02,03,04,05,06,07,08",Wachusett,7750000,0,41,35,48,41,40,49,47,44,50,0,0,0,0,0,0.8,0.0,14.2,17.5,5.6,0.5,1.3,3.8,92.7,0.0,0.0,1.8,47.8,52.2,17.7,408.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
7750505,Wachusett Regional High,Public School,Holden,MA,"09,10,11,12",Wachusett,7750000,0,0,0,0,0,0,0,0,0,0,528,589,502,507,14,3.2,0.6,12.5,19.2,8.6,1.9,3.2,4.1,88.9,0.0,0.2,1.7,47.3,52.7,17.6,2163.0,31595350.0,68835.0,459.0,79862593.3,7329.2,10896.5,87050803.09,7545.2,11537.24
3050005,Dolbeare,Public School,Wakefield,MA,"K,01,02,03,04",Wakefield,3050000,0,102,93,85,79,83,0,0,0,0,0,0,0,0,0,2.0,1.6,12.0,22.9,11.1,0.7,2.5,7.0,86.0,0.2,0.0,3.6,49.3,50.7,19.8,417.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3050001,Early Childhood Center at the Doyle School,Public School,Wakefield,MA,PK,Wakefield,3050000,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.0,22.5,27.9,8.5,1.6,3.9,3.1,87.6,0.0,1.6,2.3,51.2,48.8,10.4,118.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3050310,Galvin Middle School,Public School,Wakefield,MA,"05,06,07,08",Wakefield,3050000,0,0,0,0,0,0,244,257,290,294,0,0,0,0,0,2.6,0.8,18.4,28.5,13.4,3.2,2.8,5.6,86.3,0.1,0.1,1.9,51.4,48.6,21.8,1145.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3050020,Greenwood,Public School,Wakefield,MA,"K,01,02,03,04",Wakefield,3050000,0,44,43,49,46,41,0,0,0,0,0,0,0,0,0,2.7,1.8,13.5,22.4,8.5,1.8,5.4,5.4,82.5,0.0,0.0,4.9,48.9,51.1,21.8,218.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3050505,Wakefield Memorial High,Public School,Wakefield,MA,"09,10,11,12",Wakefield,3050000,0,0,0,0,0,0,0,0,0,0,272,228,271,237,8,3.1,1.2,14.1,23.5,12.7,3.1,3.1,2.9,88.6,0.2,0.3,2.0,47.9,52.1,14.6,993.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3050040,Walton,Public School,Wakefield,MA,"01,02,03,04",Wakefield,3050000,0,0,46,48,66,41,0,0,0,0,0,0,0,0,0,2.0,1.5,8.5,15.4,7.0,2.5,2.5,3.5,88.1,0.0,0.0,3.5,53.2,46.8,21.7,195.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3050015,Woodville School,Public School,Wakefield,MA,"K,01,02,03,04",Wakefield,3050000,0,119,81,79,70,93,0,0,0,0,0,0,0,0,0,8.4,5.9,14.9,33.7,18.1,1.8,4.1,10.6,79.0,0.2,0.0,4.3,52.9,46.8,21.1,423.0,17495437.0,68907.0,254.0,43916827.0,3416.9,12852.83,48100993.0,3537.3,13598.22
3060005,Wales Elementary,Public School,Wales,MA,"PK,K,01,02,03,04,05,06",Wales,3060000,21,19,22,18,24,19,21,20,0,0,0,0,0,0,0,0.0,0.0,11.0,34.8,28.7,0.6,0.6,3.7,90.2,1.2,0.0,3.7,51.2,48.8,20.2,166.0,740295.0,64373.0,12.0,1970034.0,164.7,11961.35,2307886.0,181.7,12701.63
3070305,Bird Middle,Public School,East Walpole,MA,"06,07,08",Walpole,3070000,0,0,0,0,0,0,0,162,156,162,0,0,0,0,0,7.5,3.1,17.5,26.5,11.0,3.3,2.3,5.8,86.0,0.8,0.0,1.7,50.0,50.0,19.5,490.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070010,Boyden,Public School,Walpole,MA,"K,01,02,03,04,05",Walpole,3070000,0,60,55,51,58,68,86,0,0,0,0,0,0,0,0,9.8,4.0,11.1,24.3,13.2,6.9,5.0,6.3,79.4,0.8,0.0,1.6,48.1,51.9,18.1,381.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070002,Daniel Feeney Preschool Center,Public School,Walpole,MA,PK,Walpole,3070000,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,7.3,43.9,54.9,17.1,6.1,14.6,8.5,67.1,0.0,0.0,3.7,54.9,45.1,12.0,84.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070310,Eleanor N Johnson Middle,Public School,Walpole,MA,"06,07,08",Walpole,3070000,0,0,0,0,0,0,0,146,157,143,0,0,0,0,0,10.1,2.2,12.1,22.6,11.2,3.1,10.3,3.6,80.7,0.0,0.0,2.2,52.5,47.5,20.8,430.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070005,Elm Street School,Public School,Walpole,MA,"K,01,02,03,04,05",Walpole,3070000,0,72,68,63,64,84,77,0,0,0,0,0,0,0,0,10.5,1.9,12.1,23.1,9.8,2.1,8.4,5.1,81.8,0.2,0.0,2.3,55.4,44.6,20.3,426.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070015,Fisher,Public School,Walpole,MA,"K,01,02,03,04,05",Walpole,3070000,0,69,79,79,91,66,72,0,0,0,0,0,0,0,0,11.4,5.3,12.9,24.3,9.2,3.5,11.4,3.9,77.6,0.0,0.0,3.5,50.9,49.1,19.4,447.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070018,Old Post Road,Public School,East Walpole,MA,"K,01,02,03,04,05",Walpole,3070000,0,78,50,79,77,66,92,0,0,0,0,0,0,0,0,7.7,3.4,9.5,21.3,11.1,2.5,2.9,7.0,85.1,0.7,0.0,1.8,50.9,49.1,20.9,465.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3070505,Walpole High,Public School,Walpole,MA,"09,10,11,12",Walpole,3070000,0,0,0,0,0,0,0,0,0,0,278,298,286,274,7,6.6,0.8,12.9,19.2,8.3,4.2,3.5,4.5,86.7,0.2,0.0,0.9,48.9,51.1,19.1,1168.0,21607041.0,74124.0,292.0,52203400.74,3911.2,13347.16,56123431.72,3986.7,14077.67
3080032,Douglas MacArthur Elementary School,Public School,Waltham,MA,"K,01,02,03,04,05",Waltham,3080000,0,79,80,80,77,62,54,0,0,0,0,0,0,0,0,29.9,10.9,12.5,35.4,20.6,10.9,8.6,16.0,60.2,0.0,0.0,4.4,52.8,47.2,18.5,391.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080065,Henry Whittemore Elementary School,Public School,Waltham,MA,"K,01,02,03,04,05",Waltham,3080000,0,73,77,64,87,80,64,0,0,0,0,0,0,0,0,78.9,50.3,10.8,77.1,38.7,4.9,3.4,73.5,16.9,0.0,0.0,1.3,50.3,49.7,16.8,456.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080060,James Fitzgerald Elementary School,Public School,Waltham,MA,"K,01,02,03,04,05",Waltham,3080000,0,69,60,77,73,90,79,0,0,0,0,0,0,0,0,35.0,17.0,11.2,41.5,20.5,7.6,5.8,27.5,55.4,0.0,0.0,3.8,46.9,53.1,18.6,569.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080404,John F Kennedy Middle,Public School,Waltham,MA,"06,07,08",Waltham,3080000,0,0,0,0,0,0,0,169,159,177,0,0,0,0,0,35.0,13.7,19.2,46.5,27.7,10.9,5.7,28.3,53.5,0.0,0.0,1.6,52.3,47.7,14.9,546.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080415,John W. McDevitt Middle School,Public School,Waltham,MA,"06,07,08",Waltham,3080000,0,0,0,0,0,0,0,205,191,190,0,0,0,0,0,43.5,5.3,23.7,47.4,28.2,8.4,3.1,42.0,43.0,0.0,0.2,3.4,52.4,47.6,17.6,603.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080040,Northeast Elementary School,Public School,Waltham,MA,"PK,K,01,02,03,04,05",Waltham,3080000,100,65,87,72,73,61,65,0,0,0,0,0,0,0,0,38.4,18.0,18.4,48.8,27.7,10.3,8.4,24.5,52.8,0.6,0.0,3.4,52.0,48.0,17.1,570.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080050,Thomas R Plympton Elementary School,Public School,Waltham,MA,"K,01,02,03,04,05",Waltham,3080000,0,70,85,70,78,61,75,0,0,0,0,0,0,0,0,51.9,32.1,13.0,58.1,35.5,11.8,5.0,38.7,40.8,0.0,0.0,3.6,54.4,45.6,17.2,462.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080001,Waltham Public Schools Dual Language Program,Public School,Waltham,MA,K,Waltham,3080000,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,50.0,5.0,55.0,20.0,2.5,2.5,62.5,30.0,0.0,0.0,2.5,47.5,52.5,,,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080505,Waltham Sr High,Public School,Waltham,MA,"09,10,11,12",Waltham,3080000,0,0,0,0,0,0,0,0,0,0,416,403,391,376,0,45.0,15.6,16.8,48.4,26.0,11.6,5.0,38.3,42.2,0.2,0.3,2.3,54.1,45.9,17.1,1502.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3080005,William F. Stanley Elementary School,Public School,Waltham,MA,"PK,K,01,02,03,04,05",Waltham,3080000,48,76,74,60,60,69,70,0,0,0,0,0,0,0,0,52.3,23.0,23.6,57.5,24.1,7.0,8.1,46.2,37.0,0.0,0.0,1.8,54.9,45.1,16.2,534.0,36422449.0,75383.0,483.0,99876859.65,5265.7,18967.44,108683350.57,5450.4,19940.44
3090020,Stanley M Koziol Elementary School,Public School,Ware,MA,"PK,K,01,02,03",Ware,3090000,44,96,90,92,92,0,0,0,0,0,0,0,0,0,0,1.4,1.2,16.4,59.2,55.1,1.2,0.5,7.7,84.8,0.0,0.0,5.8,53.4,46.6,19.3,461.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06
3090505,Ware Junior/Senior High School,Public School,Ware,MA,"07,08,09,10,11,12",Ware,3090000,0,0,0,0,0,0,0,0,92,102,70,78,65,65,3,2.3,0.8,16.6,48.2,40.6,2.5,1.1,8.8,83.8,0.4,0.2,3.2,52.4,47.6,18.8,512.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06
3090305,Ware Middle School,Public School,Ware,MA,"04,05,06",Ware,3090000,0,0,0,0,0,119,119,99,0,0,0,0,0,0,0,3.0,2.1,13.6,52.5,46.6,2.1,0.6,7.1,84.6,0.0,0.3,5.3,48.1,51.9,26.7,332.0,5440456.0,61266.0,89.0,16337418.49,1213.1,13467.5,18529593.49,1402.9,13208.06
3100003,John William Decas,Public School,Wareham,MA,"K,01,02",Wareham,3100000,0,173,215,220,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,19.6,64.3,57.1,6.1,1.0,6.6,73.2,0.8,0.0,12.3,50.7,49.3,24.4,663.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67
3100017,Minot Forest,Public School,Wareham,MA,"PK,03,04",Wareham,3100000,93,0,0,0,216,198,0,0,0,0,0,0,0,0,0,1.4,0.8,31.0,67.5,57.4,7.1,1.2,5.7,75.0,1.2,0.0,9.9,51.7,48.3,16.3,505.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67
3100315,Wareham Cooperative Alternative School,Public School,Wareham,MA,"09,10,11,12",Wareham,3100000,0,0,0,0,0,0,0,0,0,0,12,12,19,18,0,0.0,0.0,27.9,59.0,47.5,9.8,0.0,8.2,72.1,1.6,0.0,8.2,60.7,39.3,5.9,69.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67
3100305,Wareham Middle,Public School,Wareham,MA,"05,06,07,08",Wareham,3100000,0,0,0,0,0,0,190,204,191,182,0,0,0,0,0,2.2,0.9,23.9,55.1,45.9,7.2,0.7,6.6,75.9,1.3,0.1,8.2,52.7,47.3,17.0,813.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67
3100505,Wareham Senior High,Public School,Wareham,MA,"09,10,11,12",Wareham,3100000,0,0,0,0,0,0,0,0,0,0,171,106,120,112,9,1.2,0.4,23.0,53.7,42.9,9.7,1.5,9.8,67.6,0.8,0.2,10.4,51.0,49.0,12.0,570.0,13858037.0,68502.0,202.0,37556642.73,2625.3,14305.66,42102042.73,2890.3,14566.67
3140015,Cunniff,Public School,Watertown,MA,"PK,K,01,02,03,04,05",Watertown,3140000,9,51,42,53,47,42,52,0,0,0,0,0,0,0,0,24.7,10.8,11.5,35.1,21.3,4.4,5.7,15.2,71.6,0.0,0.0,3.0,53.7,46.3,19.6,313.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03
3140020,Hosmer,Public School,Watertown,MA,"PK,K,01,02,03,04,05",Watertown,3140000,73,120,90,92,84,92,82,0,0,0,0,0,0,0,0,31.3,13.3,19.6,45.3,25.1,3.0,7.7,12.2,70.5,0.3,0.0,6.3,50.9,49.1,17.1,698.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03
3140025,James Russell Lowell,Public School,Watertown,MA,"PK,K,01,02,03,04,05",Watertown,3140000,18,89,71,72,64,63,55,0,0,0,0,0,0,0,0,28.0,11.6,16.4,41.2,24.5,2.1,8.8,11.3,71.1,0.2,0.0,6.5,52.1,47.9,21.4,426.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03
3140505,Watertown High,Public School,Watertown,MA,"09,10,11,12",Watertown,3140000,0,0,0,0,0,0,0,0,0,0,154,172,164,168,4,36.3,7.6,21.1,43.4,23.6,3.2,6.5,13.0,73.6,0.8,0.2,2.9,50.2,49.8,13.7,713.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03
3140305,Watertown Middle,Public School,Watertown,MA,"06,07,08",Watertown,3140000,0,0,0,0,0,0,0,194,163,212,0,0,0,0,0,33.7,7.7,20.7,41.8,24.6,4.9,9.5,13.7,66.4,0.7,0.2,4.6,50.1,49.9,16.7,562.0,18114540.0,76887.0,236.0,47310639.43,2555.2,18515.43,54482679.48,2706.0,20134.03
3150005,Claypit Hill School,Public School,Wayland,MA,"K,01,02,03,04,05",Wayland,3150000,0,90,84,82,87,101,95,0,0,0,0,0,0,0,0,4.5,2.6,15.8,21.0,4.5,5.9,11.9,4.3,71.6,0.0,0.6,5.8,48.4,51.6,22.1,522.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41
3150015,Happy Hollow School,Public School,Wayland,MA,"K,01,02,03,04,05",Wayland,3150000,0,58,57,66,59,73,73,0,0,0,0,0,0,0,0,6.5,3.1,17.4,25.1,7.5,7.0,15.8,4.1,66.6,0.0,0.3,6.2,54.1,45.9,22.5,394.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41
3150020,Loker School,Public School,Wayland,MA,"K,01,02,03,04,05",Wayland,3150000,0,36,41,42,37,53,48,0,0,0,0,0,0,0,0,10.5,8.2,12.1,23.0,4.7,3.9,15.6,3.9,71.6,0.0,0.4,4.7,53.3,46.7,21.9,264.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41
3150505,Wayland High School,Public School,Wayland,MA,"09,10,11,12",Wayland,3150000,0,0,0,0,0,0,0,0,0,0,214,204,219,191,0,8.6,1.4,20.5,24.2,3.6,4.8,15.0,5.4,70.4,0.0,0.1,4.2,53.1,46.9,14.9,841.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41
3150305,Wayland Middle School,Public School,Wayland,MA,"06,07,08",Wayland,3150000,0,0,0,0,0,0,0,207,197,232,0,0,0,0,0,10.7,0.9,16.7,20.6,4.6,5.2,17.5,3.9,66.5,0.0,0.2,6.8,48.3,51.7,15.5,650.0,18474377.0,89900.0,206.0,44980287.8,2662.7,16892.74,47903343.63,2713.7,17652.41
3160505,Bartlett High School,Public School,Webster,MA,"09,10,11,12",Webster,3160000,0,0,0,0,0,0,0,0,0,0,101,136,113,88,5,11.5,5.9,15.8,50.6,40.9,4.3,2.9,14.7,73.1,0.0,0.0,5.0,54.2,45.8,15.7,465.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95
3160015,Park Avenue Elementary,Public School,Webster,MA,"PK,K,01,02,03,04",Webster,3160000,53,149,163,168,156,156,0,0,0,0,0,0,0,0,0,9.0,8.0,20.2,66.7,56.7,3.9,1.3,26.2,62.4,0.2,0.1,5.9,52.9,47.1,24.1,839.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95
3160315,Webster Middle School,Public School,Webster,MA,"05,06,07,08",Webster,3160000,0,0,0,0,0,0,133,146,153,134,0,0,0,0,0,7.4,3.5,19.8,57.1,48.1,5.7,1.9,22.3,63.1,0.2,0.5,6.4,45.9,54.1,24.4,594.0,9460992.0,71242.0,133.0,25150748.63,1857.8,13537.92,28469643.4,2036.9,13976.95
3170050,Ernest F Upham,Public School,Wellesley,MA,"K,01,02,03,04,05",Wellesley,3170000,0,38,22,43,46,38,35,0,0,0,0,0,0,0,0,2.3,0.9,21.2,23.9,2.7,2.7,10.4,1.8,82.4,0.0,0.0,2.7,53.6,46.4,20.4,224.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170025,Hunnewell,Public School,Wellesley,MA,"K,01,02,03,04,05",Wellesley,3170000,0,40,40,44,46,40,41,0,0,0,0,0,0,0,0,2.0,1.2,12.0,14.3,2.4,4.8,6.0,2.8,76.5,0.0,0.0,10.0,47.8,52.2,20.9,272.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170020,John D Hardy,Public School,Wellesley,MA,"K,01,02,03,04,05",Wellesley,3170000,0,39,53,44,55,58,59,0,0,0,0,0,0,0,0,9.4,6.2,11.0,21.1,4.5,3.9,20.8,6.2,63.0,0.0,0.0,6.2,47.4,52.6,18.3,313.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170015,Joseph E Fiske,Public School,Wellesley,MA,"PK,K,01,02,03,04,05",Wellesley,3170000,106,55,44,57,61,57,61,0,0,0,0,0,0,0,0,15.0,7.7,13.4,27.9,10.2,4.1,22.7,8.2,58.5,0.0,0.0,6.6,49.9,50.1,19.0,472.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170005,Katharine Lee Bates,Public School,Wellesley,MA,"K,01,02,03,04,05",Wellesley,3170000,0,54,61,58,71,68,67,0,0,0,0,0,0,0,0,0.5,0.3,10.0,12.4,1.8,3.7,6.3,3.2,80.7,0.0,0.0,6.1,45.1,54.9,21.9,394.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170045,Schofield,Public School,Wellesley,MA,"K,01,02,03,04,05",Wellesley,3170000,0,53,58,63,67,67,60,0,0,0,0,0,0,0,0,3.3,1.4,11.4,18.5,8.2,5.7,14.7,7.1,66.0,0.0,0.0,6.5,47.6,52.4,20.7,372.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170048,Sprague Elementary School,Public School,Wellesley,MA,"K,01,02,03,04,05",Wellesley,3170000,0,66,65,66,67,65,63,0,0,0,0,0,0,0,0,6.6,3.6,13.3,20.9,4.6,3.8,13.3,5.1,66.6,0.0,0.0,11.2,53.6,46.4,21.0,400.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170305,Wellesley Middle,Public School,Wellesley,MA,"06,07,08",Wellesley,3170000,0,0,0,0,0,0,0,392,350,403,0,0,0,0,0,5.6,1.4,14.9,20.2,5.6,3.3,10.9,4.5,75.1,0.0,0.0,6.1,51.5,48.5,17.5,1159.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3170505,Wellesley Sr High,Public School,Wellesley,MA,"09,10,11,12",Wellesley,3170000,0,0,0,0,0,0,0,0,0,0,375,383,399,355,0,7.2,0.7,15.5,21.2,6.5,6.1,11.6,4.7,73.5,0.0,0.1,4.0,48.2,51.8,16.2,1513.0,34204649.0,90041.0,380.0,84951100.2,5022.0,16915.79,92638098.06,5094.1,18185.37
3180005,Wellfleet Elementary,Public School,Wellfleet,MA,"PK,K,01,02,03,04,05",Wellfleet,3180000,12,18,18,15,9,31,10,0,0,0,0,0,0,0,0,2.7,1.8,22.1,40.7,31.0,1.8,0.0,8.0,85.0,0.0,0.0,5.3,47.8,52.2,13.4,118.0,1199765.0,80134.0,15.0,3222325.93,109.9,29320.53,3404022.93,128.1,26573.17
3220005,Major Edwards Elementary,Public School,West Boylston,MA,"PK,K,01,02,03,04,05",West Boylston,3220000,26,58,62,55,68,67,66,0,0,0,0,0,0,0,0,6.2,4.2,16.7,32.1,19.2,1.5,1.2,11.4,81.6,0.0,0.0,4.2,51.0,49.0,19.1,428.0,5592907.0,70796.0,79.0,12796571.0,916.6,13960.91,15386867.0,1047.5,14689.13
3220505,West Boylston Junior/Senior High,Public School,West Boylston,MA,"06,07,08,09,10,11,12",West Boylston,3220000,0,0,0,0,0,0,0,82,95,84,65,60,66,61,0,2.5,1.6,12.7,26.5,17.0,1.6,0.8,9.2,85.0,0.2,0.0,3.3,47.6,52.4,14.4,496.0,5592907.0,70796.0,79.0,12796571.0,916.6,13960.91,15386867.0,1047.5,14689.13
3230305,Howard School,Public School,West Bridgewater,MA,"04,05,06",West Bridgewater,3230000,0,0,0,0,0,92,85,93,0,0,0,0,0,0,0,0.0,0.0,8.9,24.8,17.8,3.0,0.4,5.2,88.5,0.4,0.0,2.6,51.1,48.9,20.7,278.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81
3230003,Rose L Macdonald,Public School,West Bridgewater,MA,"01,02,03",West Bridgewater,3230000,0,0,82,81,94,0,0,0,0,0,0,0,0,0,0,1.9,1.9,9.7,24.5,16.7,3.9,1.6,1.9,88.3,0.0,0.4,3.9,47.1,52.9,22.1,267.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81
3230005,Spring Street School,Public School,West Bridgewater,MA,"PK,K",West Bridgewater,3230000,59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2.1,11.3,28.4,17.7,1.4,2.1,7.1,85.1,0.0,0.0,4.3,53.2,46.8,20.2,144.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81
3230505,West Bridgewater Junior/Senior,Public School,West Bridgewater,MA,"07,08,09,10,11,12",West Bridgewater,3230000,0,0,0,0,0,0,0,0,113,105,102,106,94,99,0,0.8,0.3,7.9,20.8,14.1,3.1,1.3,2.4,90.8,0.2,0.2,2.1,44.9,55.1,17.3,634.0,6039286.0,66220.0,91.0,14383264.0,1293.8,11117.07,15630767.0,1330.3,11749.81
