School Code,School Name,School Type,Town,State,Grade,District Name,District Code,PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,% First Language Not English,% English Language Learner,% Students With Disabilities,% High Needs,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil
10505,Abington High,Public School,Abington,MA,"09,10,11,12",Abington,10000,0,0,0,0,0,0,0,0,0,0,124,109,123,92,4,5.3,2.4,9.7,28.8,21.5,2.2,1.5,9.1,85.8,0.2,0.2,0.9,45.6,54.4,15.8,451.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84
10003,Beaver Brook Elementary School,Public School,Abington,MA,"01,02,03,04",Abington,10000,0,0,125,164,148,143,0,0,0,0,0,0,0,0,0,10.5,7.2,13.3,37.1,23.3,1.9,1.9,6.7,88.4,0.5,0.2,0.3,50.2,49.8,24.6,643.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84
10002,Center Elementary School,Public School,Abington,MA,"PK,K",Abington,10000,69,134,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,3.0,21.2,34.0,16.3,3.9,3.0,8.4,84.7,0.0,0.0,0.0,54.2,45.8,14.6,208.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84
10405,Frolio Middle School,Public School,Abington,MA,"07,08",Abington,10000,0,0,0,0,0,0,0,0,159,169,0,0,0,0,0,5.5,1.8,13.1,30.8,21.6,2.4,1.8,6.1,89.3,0.0,0.0,0.3,53.4,46.6,21.1,342.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84
10015,Woodsdale Elementary School,Public School,Abington,MA,"05,06",Abington,10000,0,0,0,0,0,0,180,173,0,0,0,0,0,0,0,5.9,2.0,10.8,30.6,22.7,2.0,1.4,4.2,92.1,0.0,0.0,0.3,50.7,49.3,30.4,334.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84
30025,Acushnet Elementary School,Public School,Acushnet,MA,"PK,K,01,02,03,04",Acushnet,30000,50,84,99,102,107,96,0,0,0,0,0,0,0,0,0,0.6,0.4,14.3,35.5,25.3,0.7,0.2,3.3,92.8,0.2,0.0,2.8,53.2,46.8,20.1,558.0,4543438.0,64906.0,70.0,10825382.24,967.5,11189.03,15201154.44,1281.7,11860.15
30305,Albert F Ford Middle School,Public School,Acushnet,MA,"05,06,07,08",Acushnet,30000,0,0,0,0,0,0,105,121,77,114,0,0,0,0,0,1.0,0.5,13.7,29.3,19.7,0.7,0.2,1.0,97.4,0.0,0.0,0.7,50.8,49.2,16.9,426.0,4543438.0,64906.0,70.0,10825382.24,967.5,11189.03,15201154.44,1281.7,11860.15
50003,Agawam Early Childhood Center,Public School,Agawam,MA,PK,Agawam,50000,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.0,41.1,51.7,29.8,4.6,8.6,12.6,71.5,0.0,0.0,2.6,57.6,42.4,11.9,191.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50505,Agawam High,Public School,Agawam,MA,"09,10,11,12",Agawam,50000,0,0,0,0,0,0,0,0,0,0,299,309,293,315,6,4.6,1.3,14.1,32.0,22.7,1.2,2.2,5.8,88.8,0.0,0.1,1.9,52.0,48.0,16.8,1242.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50405,Agawam Junior High,Public School,Feeding Hills,MA,"07,08",Agawam,50000,0,0,0,0,0,0,0,0,253,309,0,0,0,0,0,6.2,1.1,14.9,34.5,23.3,1.4,1.4,7.1,87.0,0.0,0.0,3.0,47.9,52.1,11.8,607.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50020,Benjamin J Phelps,Public School,Agawam,MA,"K,01,02,03,04",Agawam,50000,0,91,62,72,86,74,0,0,0,0,0,0,0,0,0,15.6,13.2,13.0,41.8,26.8,2.1,2.9,4.9,88.1,0.0,0.0,2.1,52.7,47.3,16.8,361.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50010,Clifford M Granger,Public School,Feeding Hills,MA,"K,01,02,03,04",Agawam,50000,0,60,43,66,64,60,0,0,0,0,0,0,0,0,0,8.9,7.2,19.1,45.7,32.8,1.4,1.0,9.6,85.0,0.0,0.3,2.7,50.2,49.8,19.8,296.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50030,James Clark School,Public School,Agawam,MA,"K,01,02,03,04",Agawam,50000,0,67,67,61,74,60,0,0,0,0,0,0,0,0,0,13.7,11.9,17.6,45.3,28.9,3.0,3.3,9.4,82.4,0.0,0.0,1.8,53.2,46.8,18.2,315.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50303,Roberta G. Doering School,Public School,Agawam,MA,"05,06,07,08",Agawam,50000,0,0,0,0,0,0,290,304,3,2,0,0,0,0,0,9.8,4.7,15.2,41.1,30.1,2.5,4.2,7.0,83.3,0.0,0.0,3.0,53.4,46.6,16.8,598.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
50025,Robinson Park,Public School,Agawam,MA,"K,01,02,03,04",Agawam,50000,0,78,79,61,78,81,0,0,0,0,0,0,0,0,0,15.4,14.3,13.0,48.0,35.0,2.7,2.9,8.0,83.0,0.0,0.0,3.4,51.7,48.3,17.7,385.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21
70005,Amesbury Elementary,Public School,Amesbury,MA,"PK,K,01,02,03,04",Amesbury,70000,26,56,72,85,77,72,0,0,0,0,0,0,0,0,0,0.0,0.0,20.4,38.1,23.7,4.1,0.5,6.2,84.3,0.5,0.0,4.4,52.3,47.7,20.4,423.0,12158388.0,77147.0,158.0,29541449.55,2272.2,13001.25,33668081.3,2444.7,13771.87
70505,Amesbury High,Public School,Amesbury,MA,"09,10,11,12",Amesbury,70000,0,0,0,0,0,0,0,0,0,0,147,138,145,163,1,2.9,0.5,17.0,25.9,14.6,1.3,1.2,4.2,90.7,0.0,0.0,2.5,53.5,46.5,16.7,621.0,12158388.0,77147.0,158.0,29541449.55,2272.2,13001.25,33668081.3,2444.7,13771.87
70515,Amesbury Innovation High School,Public School,Amesbury,MA,"09,10,11,12",Amesbury,70000,0,0,0,0,0,0,0,0,0,0,7,2,11,11,0,0.0,0.0,51.6,83.9,74.2,0.0,0.0,6.5,87.1,0.0,0.0,6.5,64.5,35.5,7.6,33.0,12158388.0,77147.0,158.0,29541449.55,2272.2,13001.25,33668081.3,2444.7,13771.87
70013,Amesbury Middle,Public School,Amesbury,MA,"05,06,07,08",Amesbury,70000,0,0,0,0,0,0,173,158,178,170,0,0,0,0,0,3.1,1.6,17.7,34.0,22.4,1.2,1.0,6.6,86.9,0.3,0.1,3.8,51.1,48.9,18.4,696.0,12158388.0,77147.0,158.0,29541449.55,2272.2,13001.25,33668081.3,2444.7,13771.87
70010,Charles C Cashman Elementary,Public School,Amesbury,MA,"PK,K,01,02,03,04",Amesbury,70000,25,71,86,89,93,94,0,0,0,0,0,0,0,0,0,4.8,3.9,24.0,44.5,27.9,2.2,2.0,8.7,84.1,0.4,0.2,2.4,53.5,46.5,22.1,509.0,12158388.0,77147.0,158.0,29541449.55,2272.2,13001.25,33668081.3,2444.7,13771.87
80009,Crocker Farm Elementary,Public School,Amherst,MA,"PK,K,01,02,03,04,05,06",Amherst,80000,66,34,43,50,58,44,60,49,0,0,0,0,0,0,0,27.2,18.8,21.8,46.8,26.7,7.2,15.8,25.7,42.8,0.0,0.0,8.4,50.5,49.5,18.1,405.0,8191622.0,71730.0,114.0,24400717.0,1183.5,20617.42,25999942.0,1284.8,20236.57
80020,Fort River Elementary,Public School,Amherst,MA,"K,01,02,03,04,05,06",Amherst,80000,0,42,41,42,42,65,59,44,0,0,0,0,0,0,0,24.8,15.5,21.5,52.2,38.2,11.3,14.0,22.1,47.2,0.0,0.0,5.4,49.6,50.4,20.2,348.0,8191622.0,71730.0,114.0,24400717.0,1183.5,20617.42,25999942.0,1284.8,20236.57
80050,Wildwood Elementary,Public School,Amherst,MA,"K,01,02,03,04,05,06",Amherst,80000,0,50,57,59,57,72,57,57,0,0,0,0,0,0,0,27.6,15.9,15.4,47.4,31.5,10.3,13.7,20.5,47.7,0.2,0.0,7.6,52.6,47.4,20.1,417.0,8191622.0,71730.0,114.0,24400717.0,1183.5,20617.42,25999942.0,1284.8,20236.57
90505,Andover High,Public School,Andover,MA,"09,10,11,12",Andover,90000,0,0,0,0,0,0,0,0,0,0,446,459,421,462,18,9.5,0.8,16.1,20.9,6.3,1.9,14.5,5.0,76.3,0.1,0.0,2.2,48.9,51.1,14.7,1799.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90310,Andover West Middle,Public School,Andover,MA,"06,07,08",Andover,90000,0,0,0,0,0,0,0,182,172,178,0,0,0,0,0,8.1,1.1,16.7,23.5,7.5,1.1,15.6,3.6,77.3,0.0,0.0,2.4,46.2,53.8,19.9,541.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90003,Bancroft Elementary,Public School,Andover,MA,"K,01,02,03,04,05",Andover,90000,0,77,93,96,97,112,118,0,0,0,0,0,0,0,0,8.1,4.2,16.5,23.8,6.7,3.2,6.6,5.9,78.4,0.3,0.0,5.6,51.8,48.2,22.1,614.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90305,Doherty Middle,Public School,Andover,MA,"06,07,08",Andover,90000,0,0,0,0,0,0,0,204,168,189,0,0,0,0,0,9.3,0.9,20.0,22.6,4.6,0.5,13.5,3.7,79.0,0.5,0.0,2.7,50.8,49.2,19.4,557.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90010,Henry C Sanborn Elementary,Public School,Andover,MA,"K,01,02,03,04,05",Andover,90000,0,48,62,68,63,68,72,0,0,0,0,0,0,0,0,16.0,10.0,14.2,28.3,7.9,1.6,28.1,4.5,63.0,0.8,0.0,2.1,54.9,45.1,22.1,397.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90004,High Plain Elementary,Public School,Andover,MA,"K,01,02,03,04,05",Andover,90000,0,64,80,73,96,95,107,0,0,0,0,0,0,0,0,26.0,13.2,14.0,28.5,4.5,2.7,29.1,6.6,58.3,0.0,0.0,3.3,53.6,46.4,23.7,522.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90005,Shawsheen School,Public School,Andover,MA,PK,Andover,90000,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0.0,49.3,52.1,11.0,2.7,27.4,2.7,65.8,1.4,0.0,0.0,53.4,46.6,12.5,100.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90020,South Elementary,Public School,Andover,MA,"K,01,02,03,04,05",Andover,90000,0,70,91,68,90,85,89,0,0,0,0,0,0,0,0,14.2,6.9,15.6,25.8,3.2,0.0,18.5,4.9,75.7,0.2,0.2,0.6,50.9,49.1,21.9,503.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90025,West Elementary,Public School,Andover,MA,"K,01,02,03,04,05",Andover,90000,0,96,99,107,103,112,119,0,0,0,0,0,0,0,0,11.9,5.0,20.9,30.5,8.2,3.0,14.6,6.8,72.5,0.2,0.0,3.0,51.7,48.3,22.9,662.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
90350,Wood Hill Middle School,Public School,Andover,MA,"06,07,08",Andover,90000,0,0,0,0,0,0,0,120,143,156,0,0,0,0,0,18.9,1.4,18.9,26.3,6.7,3.1,26.5,6.2,61.8,0.0,0.0,2.4,45.8,54.2,18.6,423.0,37560123.0,81211.0,463.0,90103626.13,6128.1,14703.35,97309355.83,6237.1,15601.7
100505,Arlington High,Public School,Arlington,MA,"09,10,11,12",Arlington,100000,0,0,0,0,0,0,0,0,0,0,332,350,312,295,1,12.4,0.9,11.1,20.7,10.3,4.1,10.7,5.7,75.6,0.0,0.2,3.7,49.1,50.9,14.3,1255.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100010,Brackett,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,89,70,93,79,63,82,0,0,0,0,0,0,0,0,5.9,2.7,11.8,17.0,3.8,1.5,10.3,4.6,77.1,0.0,0.2,6.3,52.1,47.9,18.3,475.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100025,Cyrus E Dallin,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,87,70,79,79,74,77,0,0,0,0,0,0,0,0,3.2,2.4,14.2,20.2,4.9,1.7,12.4,4.5,77.9,0.0,0.2,3.2,51.9,48.1,16.9,471.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100030,Hardy,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,95,79,76,64,61,76,0,0,0,0,0,0,0,0,16.0,12.6,12.9,31.5,8.2,4.9,15.7,7.3,68.1,0.2,0.4,3.3,54.3,45.7,21.6,410.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100005,John A Bishop,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,69,73,69,70,68,76,0,0,0,0,0,0,0,0,8.9,4.9,9.2,19.5,6.1,4.2,14.6,3.1,72.9,0.0,0.7,4.5,49.4,50.6,23.7,427.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100055,M Norcross Stratton,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,68,74,58,65,67,64,0,0,0,0,0,0,0,0,11.6,7.8,14.1,26.8,9.1,2.5,18.2,6.3,68.4,0.0,0.0,4.5,49.7,50.3,17.2,396.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100038,Menotomy Preschool,Public School,Arlington,MA,PK,Arlington,100000,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0.0,52.9,55.7,8.6,0.0,12.9,5.7,78.6,0.0,0.0,2.9,62.9,37.1,14.4,72.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100410,Ottoson Middle,Public School,Arlington,MA,"06,07,08",Arlington,100000,0,0,0,0,0,0,0,421,409,378,0,0,0,0,0,12.9,2.2,15.1,25.1,9.9,4.2,10.0,5.5,75.3,0.0,0.0,5.0,47.0,53.0,19.1,1148.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100045,Peirce,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,48,47,44,45,47,45,0,0,0,0,0,0,0,0,10.9,9.4,11.6,22.5,4.3,4.0,12.3,8.3,72.8,0.0,0.0,2.5,49.6,50.4,22.0,264.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
100050,Thompson,Public School,Arlington,MA,"K,01,02,03,04,05",Arlington,100000,0,95,76,86,76,82,51,0,0,0,0,0,0,0,0,17.4,12.4,9.0,31.5,15.0,5.4,16.1,10.7,62.0,0.6,0.2,4.9,51.9,48.1,23.0,437.0,23917577.0,66493.0,360.0,64938117.22,5272.4,12316.61,72601544.08,5425.0,13382.77
140505,Ashland High,Public School,Ashland,MA,"09,10,11,12",Ashland,140000,0,0,0,0,0,0,0,0,0,0,202,172,183,187,0,11.3,1.7,13.2,22.8,10.3,2.0,9.0,9.4,77.2,0.3,0.0,2.2,48.8,51.2,14.6,746.0,14049291.0,76355.0,184.0,33283483.06,2586.6,12867.66,37183646.87,2732.5,13607.92
140405,Ashland Middle,Public School,Ashland,MA,"06,07,08",Ashland,140000,0,0,0,0,0,0,0,179,206,202,0,0,0,0,0,19.4,2.4,14.5,29.3,14.8,2.4,12.1,11.2,71.0,0.3,0.0,2.9,48.7,51.3,19.1,621.0,14049291.0,76355.0,184.0,33283483.06,2586.6,12867.66,37183646.87,2732.5,13607.92
140015,David Mindess,Public School,Ashland,MA,"03,04,05",Ashland,140000,0,0,0,0,214,208,198,0,0,0,0,0,0,0,0,26.0,6.1,17.1,30.8,12.4,2.1,13.5,9.5,70.5,1.0,0.0,3.4,50.6,49.4,21.7,601.0,14049291.0,76355.0,184.0,33283483.06,2586.6,12867.66,37183646.87,2732.5,13607.92
140010,Henry E Warren Elementary,Public School,Ashland,MA,"K,01,02",Ashland,140000,0,213,187,219,0,0,0,0,0,0,0,0,0,0,0,15.7,6.6,12.6,27.9,11.6,1.8,14.1,10.7,69.1,0.6,0.2,3.6,49.8,50.2,21.2,616.0,14049291.0,76355.0,184.0,33283483.06,2586.6,12867.66,37183646.87,2732.5,13607.92
140005,William Pittaway Elementary,Public School,Ashland,MA,PK,Ashland,140000,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0.0,20.6,26.0,11.5,1.5,17.6,3.8,73.3,0.0,0.0,3.8,51.9,48.1,7.1,141.0,14049291.0,76355.0,184.0,33283483.06,2586.6,12867.66,37183646.87,2732.5,13607.92
160001,A. Irvin Studley Elementary School,Public School,Attleboro,MA,"K,01,02,03,04",Attleboro,160000,0,73,97,94,80,97,0,0,0,0,0,0,0,0,0,24.0,17.7,15.4,55.3,38.3,3.9,1.8,27.9,59.2,0.2,0.2,6.8,52.6,47.4,20.5,448.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160515,Attleboro Community Academy,Public School,Attleboro,MA,"09,10,11,12",Attleboro,160000,0,0,0,0,0,0,0,0,0,0,0,14,35,14,0,12.7,0.0,9.5,54.0,46.0,1.6,1.6,11.1,76.2,1.6,0.0,7.9,54.0,46.0,7.6,72.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160505,Attleboro High,Public School,Attleboro,MA,"09,10,11,12",Attleboro,160000,0,0,0,0,0,0,0,0,0,0,449,401,419,392,10,10.2,2.3,14.2,35.5,25.6,5.5,4.1,12.5,73.6,0.3,0.2,3.8,54.2,45.8,18.1,1724.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160315,Cyril K. Brennan Middle School,Public School,Attleboro,MA,"05,06,07,08",Attleboro,160000,0,0,0,0,0,0,145,123,141,143,0,0,0,0,0,14.1,4.9,14.9,45.5,32.2,4.2,4.9,18.1,64.9,0.4,0.4,7.2,53.3,46.7,20.8,558.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160008,Early Learning Center,Public School,Attleboro,MA,PK,Attleboro,160000,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0.5,45.5,60.4,28.9,3.7,3.7,10.7,75.9,0.0,0.0,5.9,61.5,38.5,7.2,208.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160045,Hill-Roberts Elementary School,Public School,Attleboro,MA,"K,01,02,03,04",Attleboro,160000,0,94,96,77,95,105,0,0,0,0,0,0,0,0,0,15.8,4.3,12.6,39.6,26.1,6.0,3.9,12.8,68.3,0.9,0.0,8.1,55.0,45.0,23.9,479.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160040,Hyman Fine Elementary School,Public School,Attleboro,MA,"K,01,02,03,04",Attleboro,160000,0,92,92,81,97,81,0,0,0,0,0,0,0,0,0,16.5,13.3,12.2,43.3,30.2,4.3,6.3,12.6,70.7,0.0,0.0,6.1,47.2,52.8,22.4,453.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160050,Peter Thacher Elementary School,Public School,Attleboro,MA,"K,01,02,03,04",Attleboro,160000,0,75,71,75,87,86,0,0,0,0,0,0,0,0,0,13.7,6.9,24.4,48.5,30.7,3.8,6.1,11.7,68.8,0.0,0.0,9.6,53.8,46.2,16.5,405.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160305,Robert J. Coelho Middle School,Public School,Attleboro,MA,"05,06,07,08",Attleboro,160000,0,0,0,0,0,0,164,141,195,163,0,0,0,0,0,7.5,1.5,17.5,34.4,19.8,3.6,3.6,10.6,76.8,0.0,0.0,5.4,51.0,49.0,24.3,689.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160035,Thomas Willett Elementary School,Public School,Attleboro,MA,"K,01,02,03,04",Attleboro,160000,0,91,93,90,95,80,0,0,0,0,0,0,0,0,0,17.6,11.6,14.0,51.2,37.6,6.2,9.4,9.8,65.0,0.0,0.0,9.6,52.3,47.7,21.7,416.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
160320,Wamsutta Middle School,Public School,Attleboro,MA,"05,06,07,08",Attleboro,160000,0,0,0,0,0,0,150,146,136,147,0,0,0,0,0,17.1,3.5,17.1,44.2,31.3,6.0,5.9,18.7,64.9,0.0,0.2,4.3,53.7,46.3,21.8,563.0,30332791.0,76386.0,397.0,72586690.41,5798.7,12517.75,81366329.22,6268.4,12980.4
170305,Auburn Middle,Public School,Auburn,MA,"06,07,08",Auburn,170000,0,0,0,0,0,0,0,206,210,208,0,0,0,0,0,6.1,2.6,6.6,22.8,16.2,1.8,4.2,5.4,85.6,0.3,0.0,2.7,50.6,49.4,19.0,616.0,12040430.0,69481.0,173.0,31001398.57,2351.2,13185.35,32811408.1,2416.0,13580.88
170505,Auburn Senior High,Public School,Auburn,MA,"PK,09,10,11,12",Auburn,170000,88,0,0,0,0,0,0,0,0,0,174,197,175,157,4,5.7,2.1,9.6,23.8,15.2,2.1,4.3,6.4,84.0,0.4,0.0,2.8,48.1,51.9,17.3,776.0,12040430.0,69481.0,173.0,31001398.57,2351.2,13185.35,32811408.1,2416.0,13580.88
170010,Bryn Mawr,Public School,Auburn,MA,"K,01,02",Auburn,170000,0,100,98,88,0,0,0,0,0,0,0,0,0,0,0,5.2,4.2,9.1,28.7,18.2,1.4,3.1,10.1,81.1,0.7,0.0,3.5,52.1,47.9,23.0,278.0,12040430.0,69481.0,173.0,31001398.57,2351.2,13185.35,32811408.1,2416.0,13580.88
170025,Pakachoag School,Public School,Auburn,MA,"K,01,02",Auburn,170000,0,95,93,93,0,0,0,0,0,0,0,0,0,0,0,8.9,7.8,7.8,31.3,19.6,2.8,3.9,8.2,81.1,0.0,0.0,3.9,52.3,47.7,21.5,258.0,12040430.0,69481.0,173.0,31001398.57,2351.2,13185.35,32811408.1,2416.0,13580.88
170030,Swanson Road Intermediate School,Public School,Auburn,MA,"03,04,05",Auburn,170000,0,0,0,0,188,172,177,0,0,0,0,0,0,0,0,6.3,3.2,7.4,26.1,18.2,1.5,3.4,7.6,84.0,0.0,0.0,3.5,49.3,50.7,21.7,556.0,12040430.0,69481.0,173.0,31001398.57,2351.2,13185.35,32811408.1,2416.0,13580.88
180510,Avon Middle High School,Public School,Avon,MA,"07,08,09,10,11,12",Avon,180000,0,0,0,0,0,0,0,0,59,61,53,49,48,45,4,7.2,2.2,16.3,34.8,23.8,37.3,5.6,4.7,48.3,0.6,0.0,3.4,48.3,51.4,13.3,320.0,4367245.0,67547.0,65.0,10237116.28,728.8,14046.54,10583378.28,740.9,14284.49
180010,Ralph D Butler,Public School,Avon,MA,"PK,K,01,02,03,04,05,06",Avon,180000,17,46,51,52,53,57,60,59,0,0,0,0,0,0,0,2.8,2.0,14.4,34.4,22.3,23.3,3.8,6.8,59.0,1.3,0.0,5.8,52.2,47.8,18.0,404.0,4367245.0,67547.0,65.0,10237116.28,728.8,14046.54,10583378.28,740.9,14284.49
200505,Barnstable High,Public School,Hyannis,MA,"08,09,10,11,12",Barnstable,200000,0,0,0,0,0,0,0,0,0,377,380,372,393,334,10,10.9,6.2,12.2,36.4,25.5,8.4,2.8,11.5,72.2,0.9,0.4,3.7,48.7,51.3,15.3,1837.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200315,Barnstable Intermediate School,Public School,Hyannis,MA,"06,07",Barnstable,200000,0,0,0,0,0,0,0,357,397,0,0,0,0,0,0,11.8,5.3,17.8,46.8,32.2,8.0,1.7,9.9,74.7,0.5,0.0,5.2,48.7,51.3,15.1,752.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200050,Barnstable United Elementary School,Public School,Marston Mills,MA,"04,05",Barnstable,200000,0,0,0,0,0,446,406,0,0,0,0,0,0,0,0,20.4,7.3,13.4,48.0,32.3,6.7,2.1,11.7,75.6,0.0,0.4,3.5,52.0,48.0,23.4,804.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200010,Centerville Elementary,Public School,Centerville,MA,"K,01,02,03",Barnstable,200000,0,56,69,79,89,0,0,0,0,0,0,0,0,0,0,17.1,14.0,15.0,45.7,28.7,4.8,1.4,8.5,82.3,0.3,0.0,2.7,53.9,46.1,19.6,317.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200001,Enoch Cobb Early Learning Center,Public School,Hyannis,MA,PK,Barnstable,200000,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,15.1,46.0,66.7,41.3,5.6,2.4,11.1,73.0,0.0,0.0,7.9,54.8,45.2,8.3,150.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200025,Hyannis West Elementary,Public School,Hyannis,MA,"K,01,02,03",Barnstable,200000,0,86,89,90,91,0,0,0,0,0,0,0,0,0,0,40.2,37.1,7.3,80.9,57.6,17.1,2.5,27.5,42.7,0.3,0.3,9.6,54.8,45.2,22.1,356.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200005,West Barnstable Elementary,Public School,West Barnstable,MA,"K,01,02,03",Barnstable,200000,0,61,65,67,67,0,0,0,0,0,0,0,0,0,0,8.8,7.7,12.7,37.3,28.1,4.6,1.9,6.5,83.5,0.0,0.0,3.5,56.5,43.5,24.1,258.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
200045,West Villages Elementary School,Public School,Marstons Mills,MA,"K,01,02,03",Barnstable,200000,0,104,102,122,113,0,0,0,0,0,0,0,0,0,0,4.1,3.6,10.9,31.5,21.5,2.0,0.7,5.2,88.0,0.5,0.0,3.6,50.3,49.7,27.6,460.0,29148135.0,78757.0,370.0,72770120.43,4866.8,14952.35,83705428.29,5575.6,15012.81
